President,Date,Approve,Disapprove,Inaug,Days,Inflation,Unemployment Rate,Real GDP Growth (%)
Obama,2012-03-15,44,50,1/20/2009,1150,,,
Obama,2012-03-16,43,50,1/20/2009,1151,,,
Obama,2012-03-17,46,47,1/20/2009,1152,,,
Obama,2012-03-18,49,44,1/20/2009,1153,,,
Obama,2012-03-19,49,44,1/20/2009,1154,,,
Obama,2012-03-20,46,46,1/20/2009,1155,,,
Obama,2012-03-21,46,47,1/20/2009,1156,,,
Obama,2012-03-22,47,46,1/20/2009,1157,,,
Obama,2012-03-23,48,44,1/20/2009,1158,,,
Obama,2012-03-24,47,44,1/20/2009,1159,,,
Obama,2012-03-25,46,45,1/20/2009,1160,,,
Obama,2012-03-26,47,45,1/20/2009,1161,,,
Obama,2012-03-27,48,44,1/20/2009,1162,,,
Obama,2012-03-28,46,46,1/20/2009,1163,,,
Obama,2012-03-29,44,47,1/20/2009,1164,,,
Obama,2012-03-30,43,50,1/20/2009,1165,,,
Obama,2012-03-31,46,45,1/20/2009,1166,,,3.4
Obama,2012-04-01,47,44,1/20/2009,1167,230.085,8.2,
Obama,2012-04-02,48,44,1/20/2009,1168,,,
Obama,2012-04-03,48,45,1/20/2009,1169,,,
Obama,2012-04-04,49,46,1/20/2009,1170,,,
Obama,2012-04-05,50,43,1/20/2009,1171,,,
Obama,2012-04-06,47,46,1/20/2009,1172,,,
Obama,2012-04-07,45,46,1/20/2009,1173,,,
Obama,2012-04-09,44,46,1/20/2009,1175,,,
Obama,2012-04-10,45,45,1/20/2009,1176,,,
Obama,2012-04-11,48,44,1/20/2009,1177,,,
Obama,2012-04-12,49,44,1/20/2009,1178,,,
Obama,2012-04-13,48,46,1/20/2009,1179,,,
Obama,2012-04-14,47,47,1/20/2009,1180,,,
Obama,2012-04-15,45,48,1/20/2009,1181,,,
Obama,2012-04-16,46,48,1/20/2009,1182,,,
Obama,2012-04-17,47,47,1/20/2009,1183,,,
Obama,2012-04-18,47,46,1/20/2009,1184,,,
Obama,2012-04-19,46,46,1/20/2009,1185,,,
Obama,2012-04-20,46,46,1/20/2009,1186,,,
Obama,2012-04-21,47,45,1/20/2009,1187,,,
Obama,2012-04-22,50,44,1/20/2009,1188,,,
Obama,2012-04-23,50,44,1/20/2009,1189,,,
Obama,2012-04-24,50,44,1/20/2009,1190,,,
Obama,2012-04-26,49,44,1/20/2009,1192,,,
Obama,2012-04-27,48,46,1/20/2009,1193,,,
Obama,2012-04-28,48,45,1/20/2009,1194,,,
Obama,2012-04-29,47,48,1/20/2009,1195,,,
Obama,2012-04-30,48,47,1/20/2009,1196,,,1.8
Obama,2012-05-01,49,46,1/20/2009,1197,229.815,8.2,
Obama,2012-05-02,51,43,1/20/2009,1198,,,
Obama,2012-05-03,50,44,1/20/2009,1199,,,
Obama,2012-05-04,48,46,1/20/2009,1200,,,
Obama,2012-05-05,46,48,1/20/2009,1201,,,
Obama,2012-05-06,47,47,1/20/2009,1202,,,
Obama,2012-05-07,46,47,1/20/2009,1203,,,
Obama,2012-05-08,47,46,1/20/2009,1204,,,
Obama,2012-05-09,48,46,1/20/2009,1205,,,
Obama,2012-05-10,49,45,1/20/2009,1206,,,
Obama,2012-05-11,48,46,1/20/2009,1207,,,
Obama,2012-05-12,46,47,1/20/2009,1208,,,
Obama,2012-05-13,46,48,1/20/2009,1209,,,
Obama,2012-05-14,45,48,1/20/2009,1210,,,
Obama,2012-05-15,46,48,1/20/2009,1211,,,
Obama,2012-05-16,47,47,1/20/2009,1212,,,
Obama,2012-05-17,48,46,1/20/2009,1213,,,
Obama,2012-05-18,46,47,1/20/2009,1214,,,
Obama,2012-05-19,48,45,1/20/2009,1215,,,
Obama,2012-05-20,48,46,1/20/2009,1216,,,
Obama,2012-05-21,48,45,1/20/2009,1217,,,
Obama,2012-05-22,47,47,1/20/2009,1218,,,
Obama,2012-05-23,48,46,1/20/2009,1219,,,
Obama,2012-05-24,47,47,1/20/2009,1220,,,
Obama,2012-05-25,48,46,1/20/2009,1221,,,
Obama,2012-05-26,48,45,1/20/2009,1222,,,
Obama,2012-05-27,49,44,1/20/2009,1223,,,
Obama,2012-05-29,47,46,1/20/2009,1225,,,
Obama,2012-05-30,47,45,1/20/2009,1226,,,
Obama,2012-05-31,45,47,1/20/2009,1227,,,1.8
Obama,2012-06-01,46,46,1/20/2009,1228,229.478,8.2,
Obama,2012-06-02,46,47,1/20/2009,1229,,,
Obama,2012-06-03,47,45,1/20/2009,1230,,,
Obama,2012-06-04,46,46,1/20/2009,1231,,,
Obama,2012-06-05,46,47,1/20/2009,1232,,,
Obama,2012-06-06,45,48,1/20/2009,1233,,,
Obama,2012-06-07,46,47,1/20/2009,1234,,,
Obama,2012-06-08,47,45,1/20/2009,1235,,,
Obama,2012-06-09,48,45,1/20/2009,1236,,,
Obama,2012-06-10,50,44,1/20/2009,1237,,,
Obama,2012-06-11,49,45,1/20/2009,1238,,,
Obama,2012-06-12,48,45,1/20/2009,1239,,,
Obama,2012-06-13,46,48,1/20/2009,1240,,,
Obama,2012-06-14,44,49,1/20/2009,1241,,,
Obama,2012-06-15,45,49,1/20/2009,1242,,,
Obama,2012-06-16,45,49,1/20/2009,1243,,,
Obama,2012-06-17,46,47,1/20/2009,1244,,,
Obama,2012-06-18,45,48,1/20/2009,1245,,,
Obama,2012-06-19,46,48,1/20/2009,1246,,,
Obama,2012-06-20,43,49,1/20/2009,1247,,,
Obama,2012-06-21,45,48,1/20/2009,1248,,,
Obama,2012-06-22,46,46,1/20/2009,1249,,,
Obama,2012-06-23,51,45,1/20/2009,1250,,,
Obama,2012-06-24,47,48,1/20/2009,1251,,,
Obama,2012-06-25,48,46,1/20/2009,1252,,,
Obama,2012-06-26,45,47,1/20/2009,1253,,,
Obama,2012-06-27,46,46,1/20/2009,1254,,,
Obama,2012-06-28,47,46,1/20/2009,1255,,,
Obama,2012-06-29,47,47,1/20/2009,1256,,,
Obama,2012-06-30,48,46,1/20/2009,1257,,,1.8
Obama,2012-07-01,46,47,1/20/2009,1258,229.104,8.2,
Obama,2012-07-02,46,47,1/20/2009,1259,,,
Obama,2012-07-03,45,47,1/20/2009,1260,,,
Obama,2012-07-05,45,46,1/20/2009,1262,,,
Obama,2012-07-06,47,45,1/20/2009,1263,,,
Obama,2012-07-07,46,46,1/20/2009,1264,,,
Obama,2012-07-08,45,46,1/20/2009,1265,,,
Obama,2012-07-09,44,47,1/20/2009,1266,,,
Obama,2012-07-10,45,46,1/20/2009,1267,,,
Obama,2012-07-11,45,47,1/20/2009,1268,,,
Obama,2012-07-12,45,48,1/20/2009,1269,,,
Obama,2012-07-13,45,48,1/20/2009,1270,,,
Obama,2012-07-14,46,47,1/20/2009,1271,,,
Obama,2012-07-15,47,45,1/20/2009,1272,,,
Obama,2012-07-16,47,46,1/20/2009,1273,,,
Obama,2012-07-17,46,47,1/20/2009,1274,,,
Obama,2012-07-18,46,48,1/20/2009,1275,,,
Obama,2012-07-19,47,46,1/20/2009,1276,,,
Obama,2012-07-20,46,47,1/20/2009,1277,,,
Obama,2012-07-21,46,47,1/20/2009,1278,,,
Obama,2012-07-22,44,49,1/20/2009,1279,,,
Obama,2012-07-23,44,49,1/20/2009,1280,,,
Obama,2012-07-24,45,48,1/20/2009,1281,,,
Obama,2012-07-25,47,47,1/20/2009,1282,,,
Obama,2012-07-27,47,48,1/20/2009,1284,,,
Obama,2012-07-28,48,46,1/20/2009,1285,,,
Obama,2012-07-29,47,46,1/20/2009,1286,,,
Obama,2012-07-30,46,46,1/20/2009,1287,,,
Obama,2012-07-31,46,48,1/20/2009,1288,,,0.6
Obama,2012-08-01,45,49,1/20/2009,1289,230.379,8.1,
Obama,2012-08-02,45,48,1/20/2009,1290,,,
Obama,2012-08-03,45,48,1/20/2009,1291,,,
Obama,2012-08-04,45,47,1/20/2009,1292,,,
Obama,2012-08-05,46,47,1/20/2009,1293,,,
Obama,2012-08-06,47,47,1/20/2009,1294,,,
Obama,2012-08-07,47,47,1/20/2009,1295,,,
Obama,2012-08-08,46,48,1/20/2009,1296,,,
Obama,2012-08-09,43,51,1/20/2009,1297,,,
Obama,2012-08-10,43,50,1/20/2009,1298,,,
Obama,2012-08-11,43,50,1/20/2009,1299,,,
Obama,2012-08-12,45,48,1/20/2009,1300,,,
Obama,2012-08-13,45,49,1/20/2009,1301,,,
Obama,2012-08-14,45,49,1/20/2009,1302,,,
Obama,2012-08-15,44,50,1/20/2009,1303,,,
Obama,2012-08-16,44,50,1/20/2009,1304,,,
Obama,2012-08-17,45,49,1/20/2009,1305,,,
Obama,2012-08-18,47,47,1/20/2009,1306,,,
Obama,2012-08-19,47,47,1/20/2009,1307,,,
Obama,2012-08-20,45,48,1/20/2009,1308,,,
Obama,2012-08-21,46,49,1/20/2009,1309,,,
Obama,2012-08-22,47,47,1/20/2009,1310,,,
Obama,2012-08-23,47,47,1/20/2009,1311,,,
Obama,2012-08-24,46,47,1/20/2009,1312,,,
Obama,2012-08-25,45,48,1/20/2009,1313,,,
Obama,2012-08-26,45,47,1/20/2009,1314,,,
Obama,2012-08-27,43,48,1/20/2009,1315,,,
Obama,2012-08-28,43,47,1/20/2009,1316,,,
Obama,2012-08-29,44,47,1/20/2009,1317,,,
Obama,2012-08-30,45,46,1/20/2009,1318,,,
Obama,2012-08-31,45,46,1/20/2009,1319,,,0.6
Obama,2012-09-01,43,48,1/20/2009,1320,231.407,7.8,
Obama,2012-09-02,45,48,1/20/2009,1321,,,
Obama,2012-09-03,45,48,1/20/2009,1322,,,
Obama,2012-09-04,47,47,1/20/2009,1323,,,
Obama,2012-09-05,49,45,1/20/2009,1324,,,
Obama,2012-09-06,52,43,1/20/2009,1325,,,
Obama,2012-09-07,52,42,1/20/2009,1326,,,
Obama,2012-09-08,50,44,1/20/2009,1327,,,
Obama,2012-09-09,50,44,1/20/2009,1328,,,
Obama,2012-09-10,50,43,1/20/2009,1329,,,
Obama,2012-09-11,51,42,1/20/2009,1330,,,
Obama,2012-09-12,49,42,1/20/2009,1331,,,
Obama,2012-09-13,49,43,1/20/2009,1332,,,
Obama,2012-09-14,49,45,1/20/2009,1333,,,
Obama,2012-09-15,50,44,1/20/2009,1334,,,
Obama,2012-09-16,50,44,1/20/2009,1335,,,
Obama,2012-09-17,49,45,1/20/2009,1336,,,
Obama,2012-09-18,48,46,1/20/2009,1337,,,
Obama,2012-09-19,46,48,1/20/2009,1338,,,
Obama,2012-09-20,47,48,1/20/2009,1339,,,
Obama,2012-09-21,47,46,1/20/2009,1340,,,
Obama,2012-09-22,51,43,1/20/2009,1341,,,
Obama,2012-09-23,51,42,1/20/2009,1342,,,
Obama,2012-09-24,50,43,1/20/2009,1343,,,
Obama,2012-09-25,51,43,1/20/2009,1344,,,
Obama,2012-09-26,50,44,1/20/2009,1345,,,
Obama,2012-09-27,50,45,1/20/2009,1346,,,
Obama,2012-09-28,48,47,1/20/2009,1347,,,
Obama,2012-09-29,46,46,1/20/2009,1348,,,
Obama,2012-09-30,47,46,1/20/2009,1349,,,0.6
Obama,2012-10-01,48,45,1/20/2009,1350,231.317,7.8,
Obama,2012-10-02,50,44,1/20/2009,1351,,,
Obama,2012-10-03,54,42,1/20/2009,1352,,,
Obama,2012-10-04,52,43,1/20/2009,1353,,,
Obama,2012-10-05,50,45,1/20/2009,1354,,,
Obama,2012-10-06,48,46,1/20/2009,1355,,,
Obama,2012-10-07,51,44,1/20/2009,1356,,,
Obama,2012-10-08,53,42,1/20/2009,1357,,,
Obama,2012-10-09,53,42,1/20/2009,1358,,,
Obama,2012-10-10,52,43,1/20/2009,1359,,,
Obama,2012-10-11,50,44,1/20/2009,1360,,,
Obama,2012-10-12,48,46,1/20/2009,1361,,,
Obama,2012-10-14,48,47,1/20/2009,1363,,,
Obama,2012-10-15,49,45,1/20/2009,1364,,,
Obama,2012-10-16,49,45,1/20/2009,1365,,,
Obama,2012-10-17,50,44,1/20/2009,1366,,,
Obama,2012-10-18,50,46,1/20/2009,1367,,,
Obama,2012-10-19,49,46,1/20/2009,1368,,,
Obama,2012-10-20,49,45,1/20/2009,1369,,,
Obama,2012-10-21,49,46,1/20/2009,1370,,,
Obama,2012-10-22,51,45,1/20/2009,1371,,,
Obama,2012-10-23,53,42,1/20/2009,1372,,,
Obama,2012-10-24,51,44,1/20/2009,1373,,,
Obama,2012-10-25,48,47,1/20/2009,1374,,,
Obama,2012-10-26,46,49,1/20/2009,1375,,,
Obama,2012-10-27,48,48,1/20/2009,1376,,,
Obama,2012-10-28,51,44,1/20/2009,1377,,,
Obama,2012-11-04,52,45,1/20/2009,1384,,,
Obama,2012-11-05,52,44,1/20/2009,1385,,,
Obama,2012-11-06,50,44,1/20/2009,1386,,,
Obama,2012-11-07,49,44,1/20/2009,1387,,,
Obama,2012-11-08,49,45,1/20/2009,1388,,,
Obama,2012-11-09,52,42,1/20/2009,1389,,,
Obama,2012-11-10,51,43,1/20/2009,1390,,,
Obama,2012-11-11,52,42,1/20/2009,1391,,,
Obama,2012-11-12,52,41,1/20/2009,1392,,,
Obama,2012-11-13,53,40,1/20/2009,1393,,,
Obama,2012-11-14,52,41,1/20/2009,1394,,,
Obama,2012-11-15,52,42,1/20/2009,1395,,,
Obama,2012-11-16,52,41,1/20/2009,1396,,,
Obama,2012-11-17,53,40,1/20/2009,1397,,,
Obama,2012-11-18,52,41,1/20/2009,1398,,,
Obama,2012-11-19,53,42,1/20/2009,1399,,,
Obama,2012-11-20,51,43,1/20/2009,1400,,,
Obama,2012-11-21,50,42,1/20/2009,1401,,,
Obama,2012-11-23,50,42,1/20/2009,1403,,,
Obama,2012-11-24,51,40,1/20/2009,1404,,,
Obama,2012-11-25,53,39,1/20/2009,1405,,,
Obama,2012-11-26,51,41,1/20/2009,1406,,,
Obama,2012-11-27,51,42,1/20/2009,1407,,,
Obama,2012-11-28,49,45,1/20/2009,1408,,,
Obama,2012-11-29,51,43,1/20/2009,1409,,,
Obama,2012-11-30,50,43,1/20/2009,1410,,,0.5
Obama,2012-12-01,52,41,1/20/2009,1411,229.601,7.9,
Obama,2012-12-02,54,40,1/20/2009,1412,,,
Obama,2012-12-03,53,41,1/20/2009,1413,,,
Obama,2012-12-04,52,43,1/20/2009,1414,,,
Obama,2012-12-05,50,44,1/20/2009,1415,,,
Obama,2012-12-06,49,44,1/20/2009,1416,,,
Obama,2012-12-07,50,43,1/20/2009,1417,,,
Obama,2012-12-08,50,44,1/20/2009,1418,,,
Obama,2012-12-09,51,43,1/20/2009,1419,,,
Obama,2012-12-10,53,40,1/20/2009,1420,,,
Obama,2012-12-11,54,38,1/20/2009,1421,,,
Obama,2012-12-12,54,38,1/20/2009,1422,,,
Obama,2012-12-13,51,42,1/20/2009,1423,,,
Obama,2012-12-14,50,43,1/20/2009,1424,,,
Obama,2012-12-15,50,43,1/20/2009,1425,,,
Obama,2012-12-16,50,42,1/20/2009,1426,,,
Obama,2012-12-17,52,40,1/20/2009,1427,,,
Obama,2012-12-18,54,38,1/20/2009,1428,,,
Obama,2012-12-19,56,37,1/20/2009,1429,,,
Obama,2012-12-21,58,36,1/20/2009,1431,,,
Obama,2012-12-22,57,37,1/20/2009,1432,,,
Obama,2012-12-23,57,37,1/20/2009,1433,,,
Obama,2012-12-26,56,39,1/20/2009,1436,,,
Obama,2012-12-27,53,41,1/20/2009,1437,,,
Obama,2012-12-28,54,40,1/20/2009,1438,,,
Obama,2012-12-29,53,42,1/20/2009,1439,,,
Obama,2012-12-30,53,41,1/20/2009,1440,,,
Obama,2013-01-03,50,43,1/20/2009,1444,,,
Obama,2013-01-04,52,42,1/20/2009,1445,,,
Obama,2013-01-05,52,41,1/20/2009,1446,,,
Obama,2013-01-06,54,39,1/20/2009,1447,,,
Obama,2013-01-07,54,39,1/20/2009,1448,,,
Obama,2013-01-08,56,39,1/20/2009,1449,,,
Obama,2013-01-09,56,40,1/20/2009,1450,,,
Obama,2013-01-10,54,41,1/20/2009,1451,,,
Obama,2013-01-11,53,42,1/20/2009,1452,,,
Obama,2013-01-12,51,42,1/20/2009,1453,,,
Obama,2013-01-13,52,41,1/20/2009,1454,,,
Obama,2013-01-14,52,40,1/20/2009,1455,,,
Obama,2013-01-15,53,41,1/20/2009,1456,,,
Obama,2013-01-16,50,43,1/20/2009,1457,,,
Obama,2013-01-17,49,44,1/20/2009,1458,,,
Obama,2013-01-18,48,45,1/20/2009,1459,,,
Obama,2013-01-19,51,43,1/20/2009,1460,,,
Obama,2013-01-20,50,43,1/20/2009,1461,,,
Obama,2013-01-21,51,43,1/20/2009,1462,,,
Obama,2013-01-22,53,42,1/20/2009,1463,,,
Obama,2013-01-23,52,43,1/20/2009,1464,,,
Obama,2013-01-24,52,42,1/20/2009,1465,,,
Obama,2013-01-25,51,42,1/20/2009,1466,,,
Obama,2013-01-26,52,41,1/20/2009,1467,,,
Obama,2013-01-27,52,43,1/20/2009,1468,,,
Obama,2013-01-28,52,43,1/20/2009,1469,,,
Obama,2013-01-29,51,43,1/20/2009,1470,,,
Obama,2013-01-30,53,41,1/20/2009,1471,,,
Obama,2013-01-31,53,42,1/20/2009,1472,,,4.0
Obama,2013-02-01,54,42,1/20/2009,1473,232.166,7.7,
Obama,2013-02-02,52,43,1/20/2009,1474,,,
Obama,2013-02-04,52,42,1/20/2009,1476,,,
Obama,2013-02-05,52,41,1/20/2009,1477,,,
Obama,2013-02-06,52,41,1/20/2009,1478,,,
Obama,2013-02-07,52,43,1/20/2009,1479,,,
Obama,2013-02-08,52,43,1/20/2009,1480,,,
Obama,2013-02-09,52,43,1/20/2009,1481,,,
Obama,2013-02-10,52,43,1/20/2009,1482,,,
Obama,2013-02-11,52,42,1/20/2009,1483,,,
Obama,2013-02-12,52,42,1/20/2009,1484,,,
Obama,2013-02-13,51,42,1/20/2009,1485,,,
Obama,2013-02-14,50,44,1/20/2009,1486,,,
Obama,2013-02-15,50,44,1/20/2009,1487,,,
Obama,2013-02-16,50,44,1/20/2009,1488,,,
Obama,2013-02-17,52,42,1/20/2009,1489,,,
Obama,2013-02-18,51,43,1/20/2009,1490,,,
Obama,2013-02-19,51,42,1/20/2009,1491,,,
Obama,2013-02-20,50,42,1/20/2009,1492,,,
Obama,2013-02-22,52,42,1/20/2009,1494,,,
Obama,2013-02-23,50,44,1/20/2009,1495,,,
Obama,2013-02-24,51,42,1/20/2009,1496,,,
Obama,2013-02-25,51,42,1/20/2009,1497,,,
Obama,2013-02-26,53,40,1/20/2009,1498,,,
Obama,2013-02-27,51,43,1/20/2009,1499,,,
Obama,2013-02-28,51,43,1/20/2009,1500,,,4.0
Obama,2013-03-01,47,45,1/20/2009,1501,232.773,7.5,
Obama,2013-03-02,46,46,1/20/2009,1502,,,
Obama,2013-03-03,46,46,1/20/2009,1503,,,
Obama,2013-03-04,49,44,1/20/2009,1504,,,
Obama,2013-03-05,48,44,1/20/2009,1505,,,
Obama,2013-03-06,47,46,1/20/2009,1506,,,
Obama,2013-03-07,49,44,1/20/2009,1507,,,
Obama,2013-03-08,49,44,1/20/2009,1508,,,
Obama,2013-03-09,50,43,1/20/2009,1509,,,
Obama,2013-03-10,49,44,1/20/2009,1510,,,
Obama,2013-03-11,49,44,1/20/2009,1511,,,
Obama,2013-03-12,49,45,1/20/2009,1512,,,
Obama,2013-03-13,48,46,1/20/2009,1513,,,
Obama,2013-03-14,48,46,1/20/2009,1514,,,
Obama,2013-03-15,47,46,1/20/2009,1515,,,
Obama,2013-03-16,47,46,1/20/2009,1516,,,
Obama,2013-03-17,49,45,1/20/2009,1517,,,
Obama,2013-03-18,50,43,1/20/2009,1518,,,
Obama,2013-03-19,48,44,1/20/2009,1519,,,
Obama,2013-03-20,46,45,1/20/2009,1520,,,
Obama,2013-03-21,47,46,1/20/2009,1521,,,
Obama,2013-03-22,47,45,1/20/2009,1522,,,
Obama,2013-03-23,48,45,1/20/2009,1523,,,
Obama,2013-03-24,47,46,1/20/2009,1524,,,
Obama,2013-03-25,48,45,1/20/2009,1525,,,
Obama,2013-03-26,49,43,1/20/2009,1526,,,
Obama,2013-03-27,49,43,1/20/2009,1527,,,
Obama,2013-03-28,48,46,1/20/2009,1528,,,
Obama,2013-03-29,46,47,1/20/2009,1529,,,
Obama,2013-03-30,48,47,1/20/2009,1530,,,
Obama,2013-04-01,47,47,1/20/2009,1532,232.531,7.6,
Obama,2013-04-02,48,46,1/20/2009,1533,,,
Obama,2013-04-03,47,48,1/20/2009,1534,,,
Obama,2013-04-04,48,47,1/20/2009,1535,,,
Obama,2013-04-05,48,46,1/20/2009,1536,,,
Obama,2013-04-06,49,44,1/20/2009,1537,,,
Obama,2013-04-07,48,44,1/20/2009,1538,,,
Obama,2013-04-08,49,42,1/20/2009,1539,,,
Obama,2013-04-09,49,43,1/20/2009,1540,,,
Obama,2013-04-10,49,44,1/20/2009,1541,,,
Obama,2013-04-11,50,45,1/20/2009,1542,,,
Obama,2013-04-12,48,47,1/20/2009,1543,,,
Obama,2013-04-13,48,46,1/20/2009,1544,,,
Obama,2013-04-14,48,46,1/20/2009,1545,,,
Obama,2013-04-15,50,43,1/20/2009,1546,,,
Obama,2013-04-16,49,43,1/20/2009,1547,,,
Obama,2013-04-17,49,43,1/20/2009,1548,,,
Obama,2013-04-18,51,43,1/20/2009,1549,,,
Obama,2013-04-19,51,42,1/20/2009,1550,,,
Obama,2013-04-20,53,41,1/20/2009,1551,,,
Obama,2013-04-21,50,43,1/20/2009,1552,,,
Obama,2013-04-22,51,43,1/20/2009,1553,,,
Obama,2013-04-23,48,45,1/20/2009,1554,,,
Obama,2013-04-24,51,42,1/20/2009,1555,,,
Obama,2013-04-25,50,43,1/20/2009,1556,,,
Obama,2013-04-26,52,40,1/20/2009,1557,,,
Obama,2013-04-27,50,42,1/20/2009,1558,,,
Obama,2013-04-28,50,43,1/20/2009,1559,,,
Obama,2013-04-29,49,44,1/20/2009,1560,,,
Obama,2013-04-30,50,44,1/20/2009,1561,,,1.1
Obama,2013-05-01,50,43,1/20/2009,1562,232.945,7.5,
Obama,2013-05-02,51,42,1/20/2009,1563,,,
Obama,2013-05-03,51,43,1/20/2009,1564,,,
Obama,2013-05-04,50,44,1/20/2009,1565,,,
Obama,2013-05-05,50,45,1/20/2009,1566,,,
Obama,2013-05-06,49,45,1/20/2009,1567,,,
Obama,2013-05-07,51,45,1/20/2009,1568,,,
Obama,2013-05-08,49,45,1/20/2009,1569,,,
Obama,2013-05-09,50,43,1/20/2009,1570,,,
Obama,2013-05-10,49,43,1/20/2009,1571,,,
Obama,2013-05-11,49,44,1/20/2009,1572,,,
Obama,2013-05-12,48,45,1/20/2009,1573,,,
Obama,2013-05-13,49,45,1/20/2009,1574,,,
Obama,2013-05-14,47,47,1/20/2009,1575,,,
Obama,2013-05-15,48,46,1/20/2009,1576,,,
Obama,2013-05-16,49,45,1/20/2009,1577,,,
Obama,2013-05-17,51,42,1/20/2009,1578,,,
Obama,2013-05-18,50,43,1/20/2009,1579,,,
Obama,2013-05-19,49,44,1/20/2009,1580,,,
Obama,2013-05-20,49,44,1/20/2009,1581,,,
Obama,2013-05-21,50,44,1/20/2009,1582,,,
Obama,2013-05-22,50,44,1/20/2009,1583,,,
Obama,2013-05-23,49,43,1/20/2009,1584,,,
Obama,2013-05-24,47,44,1/20/2009,1585,,,
Obama,2013-05-25,47,45,1/20/2009,1586,,,
Obama,2013-05-26,48,44,1/20/2009,1587,,,
Obama,2013-05-27,48,45,1/20/2009,1588,,,
Obama,2013-05-28,50,43,1/20/2009,1589,,,
Obama,2013-05-29,49,44,1/20/2009,1590,,,
Obama,2013-05-30,50,44,1/20/2009,1591,,,
Obama,2013-05-31,48,44,1/20/2009,1592,,,1.1
Obama,2013-06-01,47,45,1/20/2009,1593,233.504,7.5,
Obama,2013-06-02,47,44,1/20/2009,1594,,,
Obama,2013-06-03,48,44,1/20/2009,1595,,,
Obama,2013-06-04,47,45,1/20/2009,1596,,,
Obama,2013-06-05,48,45,1/20/2009,1597,,,
Obama,2013-06-06,47,46,1/20/2009,1598,,,
Obama,2013-06-07,49,44,1/20/2009,1599,,,
Obama,2013-06-08,48,44,1/20/2009,1600,,,
Obama,2013-06-09,48,43,1/20/2009,1601,,,
Obama,2013-06-10,47,44,1/20/2009,1602,,,
Obama,2013-06-11,45,47,1/20/2009,1603,,,
Obama,2013-06-12,46,47,1/20/2009,1604,,,
Obama,2013-06-13,46,47,1/20/2009,1605,,,
Obama,2013-06-14,48,44,1/20/2009,1606,,,
Obama,2013-06-15,47,45,1/20/2009,1607,,,
Obama,2013-06-16,47,44,1/20/2009,1608,,,
Obama,2013-06-17,47,44,1/20/2009,1609,,,
Obama,2013-06-18,47,44,1/20/2009,1610,,,
Obama,2013-06-19,47,45,1/20/2009,1611,,,
Obama,2013-06-20,47,45,1/20/2009,1612,,,
Obama,2013-06-21,46,45,1/20/2009,1613,,,
Obama,2013-06-22,46,46,1/20/2009,1614,,,
Obama,2013-06-23,45,49,1/20/2009,1615,,,
Obama,2013-06-24,45,47,1/20/2009,1616,,,
Obama,2013-06-25,46,46,1/20/2009,1617,,,
Obama,2013-06-26,50,43,1/20/2009,1618,,,
Obama,2013-06-27,50,43,1/20/2009,1619,,,
Obama,2013-06-28,48,45,1/20/2009,1620,,,
Obama,2013-06-29,45,47,1/20/2009,1621,,,
Obama,2013-06-30,45,48,1/20/2009,1622,,,1.1
Obama,2013-07-01,45,47,1/20/2009,1623,233.596,7.3,
Obama,2013-07-02,46,46,1/20/2009,1624,,,
Obama,2013-07-03,46,44,1/20/2009,1625,,,
Obama,2013-07-05,46,45,1/20/2009,1627,,,
Obama,2013-07-06,45,47,1/20/2009,1628,,,
Obama,2013-07-07,46,48,1/20/2009,1629,,,
Obama,2013-07-08,47,47,1/20/2009,1630,,,
Obama,2013-07-09,47,47,1/20/2009,1631,,,
Obama,2013-07-10,45,48,1/20/2009,1632,,,
Obama,2013-07-11,46,47,1/20/2009,1633,,,
Obama,2013-07-12,46,45,1/20/2009,1634,,,
Obama,2013-07-13,46,46,1/20/2009,1635,,,
Obama,2013-07-14,45,47,1/20/2009,1636,,,
Obama,2013-07-15,45,48,1/20/2009,1637,,,
Obama,2013-07-16,46,48,1/20/2009,1638,,,
Obama,2013-07-18,47,47,1/20/2009,1640,,,
Obama,2013-07-19,48,46,1/20/2009,1641,,,
Obama,2013-07-20,48,44,1/20/2009,1642,,,
Obama,2013-07-21,48,44,1/20/2009,1643,,,
Obama,2013-07-22,46,45,1/20/2009,1644,,,
Obama,2013-07-23,46,46,1/20/2009,1645,,,
Obama,2013-07-24,45,47,1/20/2009,1646,,,
Obama,2013-07-25,47,46,1/20/2009,1647,,,
Obama,2013-07-26,46,47,1/20/2009,1648,,,
Obama,2013-07-27,46,47,1/20/2009,1649,,,
Obama,2013-07-28,45,47,1/20/2009,1650,,,
Obama,2013-07-29,46,46,1/20/2009,1651,,,
Obama,2013-07-30,46,47,1/20/2009,1652,,,
Obama,2013-07-31,45,48,1/20/2009,1653,,,3.5
Obama,2013-08-01,44,49,1/20/2009,1654,233.877,7.2,
Obama,2013-08-02,45,48,1/20/2009,1655,,,
Obama,2013-08-03,44,48,1/20/2009,1656,,,
Obama,2013-08-04,44,48,1/20/2009,1657,,,
Obama,2013-08-05,44,47,1/20/2009,1658,,,
Obama,2013-08-06,46,45,1/20/2009,1659,,,
Obama,2013-08-07,45,46,1/20/2009,1660,,,
Obama,2013-08-08,44,46,1/20/2009,1661,,,
Obama,2013-08-09,41,50,1/20/2009,1662,,,
Obama,2013-08-10,42,50,1/20/2009,1663,,,
Obama,2013-08-11,44,49,1/20/2009,1664,,,
Obama,2013-08-12,46,47,1/20/2009,1665,,,
Obama,2013-08-13,46,47,1/20/2009,1666,,,
